movieId,title,genres,Mean,Number of Ratings
1601,Hoodlum (1997),Crime|Drama|Film-Noir,3.5,4
1602,Leave It to Beaver (1997),Comedy,1,2
1603,Mimic (1997),Horror|Sci-Fi|Thriller,2.4,10
1604,Money Talks (1997),Action|Comedy,3,2
1605,Excess Baggage (1997),Adventure|Romance,2.8,5
1606,Kull the Conqueror (1997),Action|Adventure,2.25,4
1608,Air Force One (1997),Action|Thriller,3.2642857142857142,70
1609,187 (One Eight Seven) (1997),Drama|Thriller,3,2
1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,3.8969072164948453,97
1611,My Own Private Idaho (1991),Drama|Romance,4.083333333333333,12
1612,"Kiss Me, Guido (1997)",Comedy,3,6
1613,Star Maps (1997),Drama,3,1
1614,In & Out (1997),Comedy,3.36,25
1615,"Edge, The (1997)",Adventure|Drama,3.65,10
1616,"Peacemaker, The (1997)",Action|Thriller|War,3.5357142857142856,14
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,4.12,125
1619,Seven Years in Tibet (1997),Adventure|Drama|War,3.4473684210526314,19
1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller,3.375,20
1621,Soul Food (1997),Drama,3,2
1623,Wishmaster (1997),Horror,2.3,5
1624,"Thousand Acres, A (1997)",Drama,4,1
1625,"Game, The (1997)",Drama|Mystery|Thriller,3.9210526315789473,76
1626,Fire Down Below (1997),Action|Drama|Thriller,1.6666666666666667,3
1627,U Turn (1997),Crime|Drama|Mystery,2.8636363636363638,11
1629,"MatchMaker, The (1997)",Comedy|Romance,3.4,5
1631,"Assignment, The (1997)",Action|Thriller,3.5,2
1632,"Smile Like Yours, A (1997)",Comedy|Romance,2.5,1
1633,Ulee's Gold (1997),Drama,3.375,8
1635,"Ice Storm, The (1997)",Drama,3.823529411764706,17
1636,Stag (1997),Action|Thriller,1,2
1639,Chasing Amy (1997),Comedy|Drama|Romance,3.5692307692307694,65
1640,How to Be a Player (1997),Comedy,1,1
1641,"Full Monty, The (1997)",Comedy|Drama,3.7734375,64
1642,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama,2.375,4
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance,4.05,10
1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,2.5166666666666666,30
1645,The Devil's Advocate (1997),Drama|Mystery|Thriller,3.4583333333333335,60
1646,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi,2.5714285714285716,7
1647,Playing God (1997),Crime|Drama|Thriller,2.6666666666666665,6
1648,"House of Yes, The (1997)",Comedy|Drama,3.1666666666666665,9
1649,"Fast, Cheap & Out of Control (1997)",Documentary,3.8333333333333335,6
1652,Year of the Horse (1997),Documentary,4,2
1653,Gattaca (1997),Drama|Sci-Fi|Thriller,3.6785714285714284,84
1654,FairyTale: A True Story (1997),Children|Drama|Fantasy,3.5,2
1655,Phantoms (1998),Drama|Horror|Thriller,3.5,2
1657,Wonderland (1997),Comedy|Documentary,3,1
1658,"Life Less Ordinary, A (1997)",Romance|Thriller,3.375,8
1660,Eve's Bayou (1997),Drama,3,2
1661,Switchback (1997),Crime|Mystery|Thriller,3.125,4
1663,Stripes (1981),Comedy|War,3.7,40
1665,Bean (1997),Comedy,3.25,8
1667,Mad City (1997),Action|Drama,2.75,8
1668,One Night Stand (1997),Drama,1.8333333333333333,3
1669,"Tango Lesson, The (1997)",Romance,4,1
1670,Welcome to Sarajevo (1997),Drama|War,3.8,5
1671,Deceiver (1997),Crime|Drama|Thriller,3.5,1
1672,"Rainmaker, The (1997)",Drama,3.6666666666666665,15
1673,Boogie Nights (1997),Drama,3.9193548387096775,62
1674,Witness (1985),Drama|Romance|Thriller,4.044642857142857,56
1676,Starship Troopers (1997),Action|Sci-Fi,3.0972222222222223,72
1678,"Joy Luck Club, The (1993)",Drama|Romance,3.738095238095238,21
1680,Sliding Doors (1998),Drama|Romance,3.6923076923076925,26
1681,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy,1.8888888888888888,9
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,3.886861313868613,137
1683,"Wings of the Dove, The (1997)",Drama|Romance,3.75,10
1684,Mrs. Dalloway (1997),Drama|Romance,3.4,5
1686,Red Corner (1997),Crime|Thriller,3.6,5
1687,"Jackal, The (1997)",Action|Thriller,2.9523809523809526,21
1688,Anastasia (1997),Adventure|Animation|Children|Drama|Musical,3.6818181818181817,22
1689,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller,3.2916666666666665,12
1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi,3.033333333333333,45
1692,Alien Escape (1995),Horror|Sci-Fi,5,1
1693,Amistad (1997),Drama|Mystery,3.66,25
1694,"Apostle, The (1997)",Drama,3.8125,16
1696,Bent (1997),Drama|War,2,1
1699,"Butcher Boy, The (1997)",Comedy|Drama,3.6666666666666665,9
1701,Deconstructing Harry (1997),Comedy|Drama,3.5,16
1702,Flubber (1997),Children|Comedy|Fantasy,2.90625,16
1703,For Richer or Poorer (1997),Comedy,2.6,5
1704,Good Will Hunting (1997),Drama|Romance,4.140127388535032,157
1707,Home Alone 3 (1997),Children|Comedy,2.2222222222222223,9
1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery,3.375,20
1713,Mouse Hunt (1997),Children|Comedy,2.5,16
1715,Office Killer (1997),Thriller,3,1
1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,3,32
1719,"Sweet Hereafter, The (1997)",Drama,4.195652173913044,23
1721,Titanic (1997),Drama|Romance,3.332317073170732,164
1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller,3.2857142857142856,49
1726,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi,1.9285714285714286,7
1727,"Horse Whisperer, The (1998)",Drama|Romance,3,7
1728,"Winter Guest, The (1997)",Drama,4,1
1729,Jackie Brown (1997),Crime|Drama|Thriller,3.692982456140351,57
1730,Kundun (1997),Drama,3.9,5
1731,Mr. Magoo (1997),Comedy,1,1
1732,"Big Lebowski, The (1998)",Comedy|Crime,3.995833333333333,120
1733,Afterglow (1997),Drama|Romance,2,1
1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama,3.8461538461538463,13
1735,Great Expectations (1998),Drama|Romance,2.933333333333333,15
1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy,0.75,2
1744,Firestorm (1998),Action|Adventure|Thriller,2.5,4
1746,Senseless (1998),Comedy,2.5,3
1747,Wag the Dog (1997),Comedy,3.457627118644068,59
1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,3.676470588235294,51
1750,Star Kid (1997),Adventure|Children|Fantasy|Sci-Fi,2,1
1752,Hard Rain (1998),Action|Crime|Thriller,2.9285714285714284,7
1753,Half Baked (1998),Comedy,3,10
1754,Fallen (1998),Crime|Drama|Fantasy|Thriller,3.8076923076923075,13
1755,Shooting Fish (1997),Comedy|Romance,3,2
1756,"Prophecy II, The (1998)",Horror,3.5,1
1757,Fallen Angels (Duo luo tian shi) (1995),Drama|Romance,3.5,2
1759,"Four Days in September (O Que É Isso, Companheiro?) (1997)",Drama,4.5,1
1760,Spice World (1997),Comedy,1.8076923076923077,13
1762,Deep Rising (1998),Action|Horror|Sci-Fi,3.125,4
1767,Music From Another Room (1998),Drama|Romance,3,2
1769,"Replacement Killers, The (1998)",Action|Crime|Thriller,2.611111111111111,9
1771,Night Flier (1997),Horror,5,1
1772,Blues Brothers 2000 (1998),Action|Comedy|Musical,3.1333333333333333,15
1777,"Wedding Singer, The (1998)",Comedy|Romance,3.2357142857142858,70
1779,Sphere (1998),Sci-Fi|Thriller,2.736842105263158,19
1783,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller,2.6666666666666665,3
1784,As Good as It Gets (1997),Comedy|Drama|Romance,3.7222222222222223,99
1785,King of New York (1990),Crime|Thriller,3.8,5
1788,Men with Guns (1997),Action|Drama,4.25,4
1791,Twilight (1998),Crime|Drama|Thriller,3.25,4
1792,U.S. Marshals (1998),Action|Crime|Thriller,3.3636363636363638,22
1794,Love and Death on Long Island (1997),Comedy|Drama,3.75,6
1795,"Callejón de los milagros, El (1995)",Drama,4,1
1796,In God's Hands (1998),Action|Drama,2,1
1797,Everest (1998),Documentary|IMAX,3.8333333333333335,12
1798,Hush (1998),Thriller,2.3333333333333335,3
1799,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller,3.5555555555555554,9
1801,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama,2.8181818181818183,22
1804,"Newton Boys, The (1998)",Crime|Drama,3,3
1805,Wild Things (1998),Crime|Drama|Mystery|Thriller,3.230769230769231,39
1806,Paulie (1998),Adventure|Children|Comedy,1.5,2
1807,"Cool, Dry Place, A (1998)",Drama,2.25,2
1809,Fireworks (Hana-bi) (1997),Crime|Drama,4,4
1810,Primary Colors (1998),Comedy|Drama,3.533333333333333,15
1812,Wide Awake (1998),Children|Comedy|Drama,3,2
1816,Two Girls and a Guy (1997),Comedy|Drama,2.5,4
1819,Storefront Hitchcock (1997),Documentary|Musical,5,1
1821,"Object of My Affection, The (1998)",Comedy|Romance,3.111111111111111,9
1822,Meet the Deedles (1998),Children|Comedy,3,1
1824,Homegrown (1998),Comedy|Thriller,3,3
1826,Barney's Great Adventure (1998),Adventure|Children,0.75,2
1827,"Big One, The (1997)",Comedy|Documentary,4,9
1831,Lost in Space (1998),Action|Adventure|Sci-Fi,2.1346153846153846,26
1833,Mercury Rising (1998),Action|Drama|Thriller,2.727272727272727,11
1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,3.9130434782608696,23
1835,City of Angels (1998),Drama|Fantasy|Romance,3.391304347826087,23
1836,"Last Days of Disco, The (1998)",Comedy|Drama,2.888888888888889,9
1837,"Odd Couple II, The (1998)",Comedy,2,3
1839,My Giant (1998),Comedy,2.25,4
1840,He Got Game (1998),Drama,2.875,4
1841,"Gingerbread Man, The (1998)",Drama|Thriller,3.25,4
1844,Live Flesh (Carne trémula) (1997),Drama|Romance,4,3
1845,Zero Effect (1998),Comedy|Mystery|Thriller,4.125,12
1846,Nil By Mouth (1997),Drama,4.5,2
1848,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy,2.7,10
1852,Love Walked In (1998),Drama|Thriller,3,1
1854,Kissing a Fool (1998),Comedy|Romance,4,1
1855,Krippendorf's Tribe (1998),Comedy,2.4,5
1856,Kurt & Courtney (1998),Documentary,3.3125,8
1858,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy,3.4166666666666665,6
1859,Taste of Cherry (Ta'm e guilass) (1997),Drama,5,2
1860,Character (Karakter) (1997),Drama,4.666666666666667,3
1861,Junk Mail (Budbringeren) (1997),Comedy|Thriller,2,1
1862,Species II (1998),Horror|Sci-Fi,2.3125,8
1863,Major League: Back to the Minors (1998),Comedy,2.2142857142857144,7
1864,Sour Grapes (1998),Comedy,3,1
1865,Wild Man Blues (1997),Documentary,3.1666666666666665,6
1866,"Big Hit, The (1998)",Action|Comedy|Crime,3.6,5
1870,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama,4,1
1873,"Misérables, Les (1998)",Crime|Drama|Romance|War,3.6538461538461537,13
1874,Still Breathing (1997),Comedy|Romance,3,1
1875,Clockwatchers (1997),Comedy,3,6
1876,Deep Impact (1998),Drama|Sci-Fi|Thriller,3.1458333333333335,48
1878,Woo (1998),Comedy|Romance,3,1
1880,Lawn Dogs (1997),Drama,4,2
1881,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical,4,4
1882,Godzilla (1998),Action|Sci-Fi|Thriller,2.1785714285714284,28
1883,Bulworth (1998),Comedy|Drama|Romance,3.2903225806451615,31
1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama,3.625,44
1885,"Opposite of Sex, The (1998)",Comedy|Drama|Romance,3.6666666666666665,24
1886,I Got the Hook Up (1998),Comedy,1.5,1
1887,Almost Heroes (1998),Adventure|Comedy|Western,2.6666666666666665,6
1888,Hope Floats (1998),Comedy|Drama|Romance,2.933333333333333,15
1889,Insomnia (1997),Drama|Mystery|Thriller,3,6
1891,"Ugly, The (1997)",Horror|Thriller,2,1
1892,"Perfect Murder, A (1998)",Thriller,3.260869565217391,23
1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance,2.9130434782608696,23
1895,Can't Hardly Wait (1998),Comedy|Drama|Romance,3.0714285714285716,14
1896,Cousin Bette (1998),Comedy,3,1
1897,High Art (1998),Drama|Romance,3.2142857142857144,7
1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama,3.7,5
1901,Dear Jesse (1997),Documentary,3,1
1902,Dream for an Insomniac (1996),Drama|Romance,1,2
1903,Hav Plenty (1997),Comedy,4.5,2
1904,Henry Fool (1997),Comedy|Drama,3.875,4
1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,3.607142857142857,42
1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,3.223404255319149,47
1910,I Went Down (1997),Comedy|Crime|Drama,4,1
1911,Dr. Dolittle (1998),Comedy,2.759259259259259,27
1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,3.7586206896551726,29
1913,Picnic at Hanging Rock (1975),Drama|Mystery,3.7857142857142856,7
1914,Smoke Signals (1998),Comedy|Drama,3.6538461538461537,13
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,3.6785714285714284,14
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,3.0442477876106193,113
1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller,3.0595238095238093,42
1919,Madeline (1998),Children|Comedy,4,2
1920,Small Soldiers (1998),Animation|Children|Fantasy|War,2.764705882352941,17
1921,Pi (1998),Drama|Sci-Fi|Thriller,3.7375,40
1922,Whatever (1998),Drama,3.6666666666666665,3
1923,There's Something About Mary (1998),Comedy|Romance,3.5528455284552845,123
1924,Plan 9 from Outer Space (1959),Horror|Sci-Fi,3.5555555555555554,9
1925,Wings (1927),Action|Drama|Romance|War,4.25,2
1926,"Broadway Melody, The (1929)",Musical,2,1
1927,All Quiet on the Western Front (1930),Action|Drama|War,4.285714285714286,14
1928,Cimarron (1931),Drama|Western,3,1
1929,Grand Hotel (1932),Drama|Romance,2.857142857142857,7
1931,Mutiny on the Bounty (1935),Adventure|Drama,4.25,10
1932,"Great Ziegfeld, The (1936)",Drama|Musical,2.75,2
1933,"Life of Emile Zola, The (1937)",Drama,5,1
1934,You Can't Take It with You (1938),Comedy|Romance,4.166666666666667,9
1935,How Green Was My Valley (1941),Drama|Musical|Romance,3.875,8
1936,Mrs. Miniver (1942),Drama|War,4,4
1937,Going My Way (1944),Comedy|Drama|Musical,3.5,4
1938,"Lost Weekend, The (1945)",Drama,4,7
1939,"Best Years of Our Lives, The (1946)",Drama|War,4.636363636363637,11
1940,Gentleman's Agreement (1947),Drama,4.071428571428571,7
1941,Hamlet (1948),Drama,4.416666666666667,6
1942,All the King's Men (1949),Drama,4.333333333333333,6
1943,"Greatest Show on Earth, The (1952)",Drama,3.3333333333333335,6
1944,From Here to Eternity (1953),Drama|Romance|War,3.925,20
1945,On the Waterfront (1954),Crime|Drama,4.448275862068965,29
1946,Marty (1955),Drama|Romance,4.208333333333333,12
1947,West Side Story (1961),Drama|Musical|Romance,3.988888888888889,45
1948,Tom Jones (1963),Adventure|Comedy|Romance,4.458333333333333,12
1949,"Man for All Seasons, A (1966)",Drama,3.6,10
1950,In the Heat of the Night (1967),Drama|Mystery,3.909090909090909,22
1951,Oliver! (1968),Drama|Musical,3.5714285714285716,14
1952,Midnight Cowboy (1969),Drama,4.064102564102564,39
1953,"French Connection, The (1971)",Action|Crime|Thriller,4.021739130434782,46
1954,Rocky (1976),Drama,3.789855072463768,69
1955,Kramer vs. Kramer (1979),Drama,3.838709677419355,31
1956,Ordinary People (1980),Drama,3.8870967741935485,31
1957,Chariots of Fire (1981),Drama,3.9404761904761907,42
1958,Terms of Endearment (1983),Comedy|Drama,3.8676470588235294,34
1959,Out of Africa (1985),Drama|Romance,3.8,30
1960,"Last Emperor, The (1987)",Drama,4.032258064516129,31
1961,Rain Man (1988),Drama,3.966386554621849,119
1962,Driving Miss Daisy (1989),Drama,3.625,40
1963,Take the Money and Run (1969),Comedy|Crime,4.15,10
1964,Klute (1971),Drama|Mystery,3.9,15
1965,Repo Man (1984),Comedy|Sci-Fi,3.6875,32
1966,Metropolitan (1990),Comedy,3.5833333333333335,12
1967,Labyrinth (1986),Adventure|Fantasy|Musical,3.625,36
1968,"Breakfast Club, The (1985)",Comedy|Drama,3.982905982905983,117
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror,2.6875,8
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller,2.6,5
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller,2.6666666666666665,3
1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror,2.6,5
1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror,2.3333333333333335,3
1974,Friday the 13th (1980),Horror|Mystery|Thriller,3.088235294117647,17
1975,Friday the 13th Part 2 (1981),Horror,1.9444444444444444,9
1976,Friday the 13th Part 3: 3D (1982),Horror,2.1666666666666665,6
1977,Friday the 13th Part IV: The Final Chapter (1984),Horror,1.6666666666666667,6
1978,Friday the 13th Part V: A New Beginning (1985),Horror,2.5,2
1979,Friday the 13th Part VI: Jason Lives (1986),Horror,2.25,4
1980,Friday the 13th Part VII: The New Blood (1988),Horror,3,1
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror,2.3333333333333335,3
1982,Halloween (1978),Horror,3.5384615384615383,26
1983,Halloween II (1981),Horror,3.1875,8
1984,Halloween III: Season of the Witch (1982),Horror,1.875,8
1985,Halloween 4: The Return of Michael Myers (1988),Horror,2.2,5
1986,Halloween 5: The Revenge of Michael Myers (1989),Horror,3.5,2
1987,Prom Night (1980),Horror,2.5,4
1988,Prom Night II (1987),Horror|Thriller,3,2
1989,Prom Night III: The Last Kiss (1989),Horror,2,1
1990,Prom Night IV: Deliver Us From Evil (1992),Horror,3,1
1991,Child's Play (1988),Horror|Thriller,2.95,10
1992,Child's Play 2 (1990),Horror|Thriller,2,5
1993,Child's Play 3 (1991),Comedy|Horror|Thriller,2,4
1994,Poltergeist (1982),Horror|Thriller,3.723684210526316,38
1995,Poltergeist II: The Other Side (1986),Horror|Thriller,2.375,8
1996,Poltergeist III (1988),Horror|Thriller,1.75,4
1997,"Exorcist, The (1973)",Horror|Mystery,3.7265625,64
1998,Exorcist II: The Heretic (1977),Horror,3.5,2
1999,"Exorcist III, The (1990)",Horror,2.6666666666666665,3
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,3.588888888888889,90
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,3.210526315789474,57
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,2.9743589743589745,39
2003,Gremlins (1984),Comedy|Horror,3.1702127659574466,47
2004,Gremlins 2: The New Batch (1990),Comedy|Horror,2.5714285714285716,21
2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,3.676470588235294,51
2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance,3.4272727272727272,55
2007,Polish Wedding (1998),Comedy,2,1
2008,"This World, Then the Fireworks (1997)",Crime|Drama|Film-Noir,1,1
2009,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller,3.4705882352941178,17
2010,Metropolis (1927),Drama|Sci-Fi,3.980769230769231,26
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,3.4797979797979797,99
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,3.265957446808511,94
2013,"Poseidon Adventure, The (1972)",Action|Adventure|Drama,3.1785714285714284,28
2014,Freaky Friday (1977),Children|Comedy|Fantasy,3.1666666666666665,15
2015,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy,3.263157894736842,19
2016,"Apple Dumpling Gang Rides Again, The (1979)",Children|Comedy|Western,2.5,4
2017,Babes in Toyland (1961),Children|Fantasy|Musical,3.142857142857143,7
2018,Bambi (1942),Animation|Children|Drama,3.4558823529411766,34
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,4.277777777777778,54
2020,Dangerous Liaisons (1988),Drama|Romance,3.926470588235294,34
2021,Dune (1984),Adventure|Sci-Fi,3.0833333333333335,30
2022,"Last Temptation of Christ, The (1988)",Drama,3.423076923076923,13
2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,3.4,35
2024,"Rapture, The (1991)",Drama|Mystery,3.3333333333333335,3
2025,Lolita (1997),Drama|Romance,2.8846153846153846,13
2026,Disturbing Behavior (1998),Horror|Thriller,3.2,5
2027,Jane Austen's Mafia! (1998),Comedy|Crime,2.1875,8
2028,Saving Private Ryan (1998),Action|Drama|War,3.945026178010471,191
2029,Billy's Hollywood Screen Kiss (1997),Comedy|Romance,4.2,5
2031,"Million Dollar Duck, The (a.k.a. $1,000,000 Duck) (1971)",Children|Comedy,3.25,2
2032,"Barefoot Executive, The (1971)",Children|Comedy,3,1
2033,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy,3.0416666666666665,12
2034,"Black Hole, The (1979)",Children|Sci-Fi,3.2222222222222223,9
2035,Blackbeard's Ghost (1968),Children|Comedy,3,1
2036,Blank Check (1994),Children|Comedy,2.5,4
2037,Candleshoe (1977),Adventure|Children|Comedy,3.6666666666666665,3
2038,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi,3.5625,8
2039,Cheetah (1989),Adventure|Children,3.5,1
2040,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy,3.3333333333333335,6
2041,Condorman (1981),Action|Adventure|Children|Comedy,3.3333333333333335,6
2042,D2: The Mighty Ducks (1994),Children|Comedy,2.75,10
2043,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy,3.5625,8
2044,"Devil and Max Devlin, The (1981)",Comedy|Fantasy,2.25,4
2045,"Far Off Place, A (1993)",Adventure|Children|Drama|Romance,3.4,5
2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,3.823529411764706,17
2047,"Gnome-Mobile, The (1967)",Adventure|Children|Fantasy|Musical,4,1
2048,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime,3.875,4
2049,"Happiest Millionaire, The (1967)",Comedy|Musical,2.5,1
2050,Herbie Goes Bananas (1980),Adventure|Children|Comedy,2.8333333333333335,6
2051,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy,3.75,4
2052,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror,3.2857142857142856,7
2053,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi,2.3529411764705883,17
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,2.7434210526315788,76
2055,Hot Lead and Cold Feet (1978),Action|Comedy|Western,4,1
2056,In Search of the Castaways (1962),Adventure|Children,3.5,1
2057,"Incredible Journey, The (1963)",Adventure|Children,3.75,4
2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,3.621212121212121,33
2059,"Parent Trap, The (1998)",Children|Comedy|Romance,3.2222222222222223,18
2060,BASEketball (1998),Comedy,3.0416666666666665,12
2062,"Governess, The (1998)",Drama|Romance,2,2
2063,"Seventh Heaven (Septième ciel, Le) (1997)",Drama|Romance,1,1
2064,Roger & Me (1989),Documentary,4.392857142857143,42
2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance,3.619047619047619,21
2066,Out of the Past (1947),Film-Noir,4.071428571428571,7
2067,Doctor Zhivago (1965),Drama|Romance|War,3.659090909090909,22
2068,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery,4.2,10
2069,"Trip to Bountiful, The (1985)",Drama,3.7777777777777777,9
2070,Tender Mercies (1983),Drama|Romance|Western,4.038461538461538,13
2071,And the Band Played On (1993),Drama,3.75,8
2072,"'burbs, The (1989)",Comedy,3.0526315789473686,19
2073,Fandango (1985),Comedy,4,5
2074,"Night Porter, The (Portiere di notte, Il) (1974)",Crime|Drama|Romance,4,1
2075,Mephisto (1981),Drama|War,3.8333333333333335,3
2076,Blue Velvet (1986),Drama|Mystery|Thriller,4.036585365853658,41
2077,"Journey of Natty Gann, The (1985)",Adventure|Children,3.3333333333333335,6
2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,3.739130434782609,46
2079,Kidnapped (1960),Adventure|Children|Drama,3.5,1
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,3.6862745098039214,51
2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,3.6794871794871793,78
2082,"Mighty Ducks, The (1992)",Children|Comedy,2.727272727272727,22
2083,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical,3.642857142857143,14
2084,Newsies (1992),Children|Musical,2.9375,8
2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,3.3780487804878048,41
2086,One Magic Christmas (1985),Drama|Fantasy,5,1
2087,Peter Pan (1953),Animation|Children|Fantasy|Musical,3.6315789473684212,38
2088,Popeye (1980),Adventure|Comedy|Musical,2.54,25
2089,"Rescuers Down Under, The (1990)",Adventure|Animation|Children,3.5416666666666665,12
2090,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama,3.6785714285714284,14
2091,Return from Witch Mountain (1978),Children|Sci-Fi,4,3
2092,"Return of Jafar, The (1994)",Adventure|Animation|Children|Fantasy|Musical|Romance,2.6923076923076925,13
2093,Return to Oz (1985),Adventure|Children|Fantasy,3.5555555555555554,9
2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,3.265625,32
2095,"Shaggy D.A., The (1976)",Children|Comedy,2.25,4
2096,Sleeping Beauty (1959),Animation|Children|Musical,3.7,35
2097,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller,3.75,6
2098,Son of Flubber (1963),Children|Comedy,2,2
2099,Song of the South (1946),Adventure|Animation|Children|Musical,3.7,10
2100,Splash (1984),Comedy|Fantasy|Romance,3.1634615384615383,52
2101,Squanto: A Warrior's Tale (1994),Adventure|Drama,2.5,2
2102,Steamboat Willie (1928),Animation|Children|Comedy|Musical,4.285714285714286,7
2103,Tall Tale (1995),Adventure|Children|Fantasy|Western,3,1
2104,Tex (1982),Drama,3.6666666666666665,3
2105,Tron (1982),Action|Adventure|Sci-Fi,3.478723404255319,47
2106,Swing Kids (1993),Drama|War,3.65,10
2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller,3.2,10
2108,L.A. Story (1991),Comedy|Romance,3.6923076923076925,39
2109,"Jerk, The (1979)",Comedy,3.696078431372549,51
2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,3.3666666666666667,15
2111,"Man with Two Brains, The (1983)",Comedy,3.3076923076923075,13
2112,Grand Canyon (1991),Crime|Drama,3.2941176470588234,17
2113,Graveyard Shift (Stephen King's Graveyard Shift) (1990),Horror|Thriller,3,4
2114,"Outsiders, The (1983)",Drama,3.652173913043478,23
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,3.7653061224489797,98
2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,3.4210526315789473,19
2117,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi,3.923076923076923,13
